person_id,full_name,first_name,surname,alias,gender,date_of_birth,age,name_region,native_state,native_city,native_area,home_location_id,based_abroad_in,person_type,role,syndicate_id,syndicate_code,risk_score,influence_score,custody_status,first_offence_year,total_cases,is_cross_syndicate_bridge,is_duplicate_record_of,nic_ref,record_source,source_reliability,info_credibility,is_synthetic
P000088,Sagar Salunkhe,Sagar,Salunkhe,Sagar Guddu,M,2002-05-07,24,marathi,Delhi,New Delhi,Chandni Chowk,LOC000015,,CRIMINAL,SHOOTER,ORG000001,SYN-EXT,86,0.324,IN_JUDICIAL_CUSTODY,2020,6,0,,NIC-DP5YHP5E7,FIR,F,5,1
P000089,Tushar Parmar,Tushar,Parmar,Tushar Anna,M,1961-10-03,64,gujarati,Karnataka,Bengaluru,KG Halli,LOC000099,,CRIMINAL,FIELD_OPERATIVE,ORG000001,SYN-EXT,35,0.29,AT_LARGE,2005,3,0,,NIC-Z6S601ZF8,TOWER_DUMP,C,2,1
P000090,Mangesh Tandel,Mangesh,Tandel,Mangesh Nanha,M,1997-11-25,28,marathi,Delhi,New Delhi,Sangam Vihar,LOC000021,,CRIMINAL,FIELD_OPERATIVE,ORG000001,SYN-EXT,39,0.281,AT_LARGE,2013,8,0,,NIC-DPF1H3DTL,CDR,A,1,1
P000091,Shahnawaz Hussain,Shahnawaz,Hussain,,M,1968-12-25,57,muslim,Gujarat,Kutch,Mundra,LOC000073,,CRIMINAL,LIEUTENANT,ORG000001,SYN-EXT,80,0.69,ON_BAIL,2023,8,0,,NIC-BV1R7EQE5,IPDR,C,1,1
P000092,Ibrahim Qureshi,Ibrahim,Qureshi,Guddu Ibrahim,M,1992-01-02,34,muslim,Maharashtra,Mumbai,Bhendi Bazaar,LOC000004,,CRIMINAL,MULE,ORG000001,SYN-EXT,15,0.092,ON_BAIL,2011,1,0,,NIC-LC90OUP0U,SOCIAL_MEDIA_INTEL,D,3,1
P000093,Wasim Baig,Wasim,Baig,Bandook Wasim,M,1965-05-13,61,muslim,Haryana,Nuh,Punhana,LOC000060,,CRIMINAL,COURIER,ORG000002,SYN-HER,34,0.182,ON_BAIL,2006,4,0,,NIC-8BYW485W6,CRIMINAL_HISTORY_DB,B,1,1
P000094,Malkiat Grewal,Malkiat,Grewal,,M,1993-06-25,33,punjabi,Punjab,Ferozepur,Mamdot,LOC000057,,CRIMINAL,COURIER,ORG000002,SYN-HER,48,0.211,UNDER_SURVEILLANCE,2020,8,0,,NIC-GPPR8DOYW,BANK_STATEMENT,A,3,1
P000095,Satnam Bains,Satnam,Bains,Satnam Anna,M,1996-04-27,30,punjabi,Jammu and Kashmir,Srinagar,Maisuma,LOC000120,,CRIMINAL,SHOOTER,ORG000002,SYN-HER,85,0.298,UNDER_SURVEILLANCE,2025,6,0,,NIC-OOB74AVMI,CRIMINAL_HISTORY_DB,C,5,1
P000096,Navneet Bajwa,Navneet,Bajwa,,F,1983-02-12,43,punjabi,Punjab,Jalandhar,Nakodar,LOC000058,,CRIMINAL,MULE,ORG000002,SYN-HER,37,0.077,DECLARED_PO,2018,9,0,,NIC-GVTUIK15U,BANK_STATEMENT,C,3,1
P000097,Manpreet Sekhon,Manpreet,Sekhon,Nanha,M,1968-03-24,58,punjabi,Delhi,New Delhi,Najafgarh,LOC000019,UAE,CRIMINAL,HAWALA_OPERATOR,ORG000002,SYN-HER,78,0.737,EXTRADITION_PENDING,2024,9,0,,NIC-LUOG5JVEP,CRIMINAL_HISTORY_DB,F,1,1
P000098,Haroon Rahman,Haroon,Rahman,Haroon Pehalwan,M,1976-04-08,50,muslim,Haryana,Nuh,Punhana,LOC000060,,CRIMINAL,INFORMANT,ORG000002,SYN-HER,42,0.216,UNDER_SURVEILLANCE,2021,5,0,,NIC-DY20K05YW,TOWER_DUMP,B,4,1
P000099,Shakeel Pathan,Shakeel,Pathan,Shakeel Tinku,M,1962-05-01,64,muslim,Haryana,Nuh,Punhana,LOC000060,,CRIMINAL,COURIER,ORG000002,SYN-HER,40,0.159,AT_LARGE,2001,6,0,,NIC-YKE9FV4B1,SEIZURE_MEMO,A,4,1
P000100,Ranveer Choudhary,Ranveer,Choudhary,Chhota,M,2002-05-10,24,rajasthani,Jammu and Kashmir,Baramulla,Uri,LOC000121,Pakistan,CRIMINAL,FINANCIER,ORG000002,SYN-HER,77,0.63,EXTRADITION_PENDING,2025,10,0,,NIC-A1FS4MGBN,BANK_STATEMENT,C,6,1
P000101,Ratan Saini,Ratan,Saini,Ratan Bada,M,2001-09-13,24,rajasthani,Delhi,New Delhi,Seelampur,LOC000016,,CRIMINAL,LOGISTICS,ORG000002,SYN-HER,50,0.441,DECEASED,2023,9,0,,NIC-Q23QORDJG,CDR,C,4,1
P000102,Abdul Shaikh,Abdul,Shaikh,Abdul Tempo,M,1994-11-16,31,muslim,Jammu and Kashmir,Baramulla,Uri,LOC000121,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,50,0.282,EXTRADITION_PENDING,2012,5,0,,NIC-C67JH2LKN,PASSPORT_IMMIGRATION,A,1,1
P000103,Hanuman Beniwal,Hanuman,Beniwal,Hanuman Tiger,M,1964-02-13,62,rajasthani,Delhi,New Delhi,Nangloi,LOC000020,,CRIMINAL,RECRUITER,ORG000002,SYN-HER,65,0.504,ON_BAIL,2023,7,0,,NIC-A70H0JJGG,INFORMANT_TIP,D,4,1
P000104,Devi Lal Vyas,Devi Lal,Vyas,Devi Munna,M,1998-08-02,27,rajasthani,Haryana,Faridabad,Ballabgarh,LOC000064,,CRIMINAL,RECRUITER,ORG000002,SYN-HER,53,0.533,IN_JUDICIAL_CUSTODY,2018,6,0,,NIC-ZCZVPD4RX,FIR,B,4,1
P000105,Mohan Sisodia,Mohan,Sisodia,Kaana Mohan,M,1988-06-09,38,rajasthani,Rajasthan,Jaipur,Chomu,LOC000067,,CRIMINAL,INFORMANT,ORG000002,SYN-HER,43,0.196,UNDER_SURVEILLANCE,2020,7,0,,NIC-057XD6KET,CHARGESHEET,C,1,1
P000106,Amarjit Sidhu,Amarjit,Sidhu,Master,M,1989-01-12,37,punjabi,Rajasthan,Jodhpur,Osian,LOC000065,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,47,0.241,ABSCONDING,2013,8,0,,NIC-HBPX52L49,CRIMINAL_HISTORY_DB,B,4,1
P000107,Mohammed Shaikh,Mohammed,Shaikh,Mohammed Raja,M,1996-04-08,30,muslim,Punjab,Tarn Taran,Khalra,LOC000055,,CRIMINAL,TECH_HANDLER,ORG000002,SYN-HER,65,0.387,UNDER_SURVEILLANCE,2018,9,0,,NIC-BA4ILAOQT,CHARGESHEET,E,3,1
P000108,Ranveer Kumawat,Ranveer,Kumawat,,M,1997-02-01,29,rajasthani,Delhi,New Delhi,Sangam Vihar,LOC000021,,CRIMINAL,LOGISTICS,ORG000002,SYN-HER,61,0.526,ABSCONDING,2023,6,0,,NIC-X9STG4EVR,SEIZURE_MEMO,B,2,1
P000109,Firoz Chaudhary,Firoz,Chaudhary,,M,1998-07-22,27,muslim,Rajasthan,Jodhpur,Osian,LOC000065,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,55,0.27,DECLARED_PO,2024,7,0,,NIC-5SQ0ZYCMV,CHARGESHEET,C,3,1
P000110,Iqbal Pathan,Iqbal,Pathan,,M,1978-02-16,48,muslim,Jammu and Kashmir,Srinagar,Maisuma,LOC000120,,CRIMINAL,TECH_HANDLER,ORG000002,SYN-HER,49,0.432,IN_JUDICIAL_CUSTODY,2014,9,0,,NIC-9LVFOWOT0,PASSPORT_IMMIGRATION,D,2,1
P000111,Nirmal Bains,Nirmal,Bains,,M,1990-04-17,36,punjabi,Jammu and Kashmir,Srinagar,Maisuma,LOC000120,,CRIMINAL,MULE,ORG000002,SYN-HER,18,0.077,ON_BAIL,2008,8,0,,NIC-T0DJIMV03,BANK_STATEMENT,B,3,1
P000112,Rafiq Ansari,Rafiq,Ansari,Doctor,M,1977-04-25,49,muslim,Punjab,Ferozepur,Mamdot,LOC000057,,CRIMINAL,FIXER,ORG000002,SYN-HER,79,0.662,UNDER_SURVEILLANCE,1996,5,0,,NIC-FI11Z14YA,FIR,C,3,1
P000113,Mushtaq Khan,Mushtaq,Khan,Bada Mushtaq,M,1982-05-05,44,muslim,Rajasthan,Bikaner,Nokha,LOC000066,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,41,0.211,AT_LARGE,2022,3,0,,NIC-CTS377V1I,CRIMINAL_HISTORY_DB,F,3,1
P000114,Gayatri Jat,Gayatri,Jat,Bandook Gayatri,F,1961-10-17,64,rajasthani,Rajasthan,Barmer,Chohtan,LOC000070,,CRIMINAL,LOGISTICS,ORG000002,SYN-HER,50,0.375,ABSCONDING,2011,10,0,,NIC-Q8DDGBDH0,IPDR,B,3,1
P000115,Nirmal Singh,Nirmal,Singh,Chhota Nirmal,M,2002-02-22,24,punjabi,Delhi,New Delhi,Sangam Vihar,LOC000021,,CRIMINAL,COURIER,ORG000002,SYN-HER,46,0.175,IN_JUDICIAL_CUSTODY,2021,7,0,,NIC-G6HSHG5MM,PASSPORT_IMMIGRATION,B,3,1
P000116,Kishan Godara,Kishan,Godara,Kishan Pehalwan,M,1990-06-08,36,rajasthani,Haryana,Gurugram,Sohna,LOC000061,,CRIMINAL,FIXER,ORG000002,SYN-HER,55,0.672,UNDER_SURVEILLANCE,2011,9,0,,NIC-5JF6EGQO3,SOCIAL_MEDIA_INTEL,B,1,1
P000117,Nathu Choudhary,Nathu,Choudhary,Nanha,M,1962-01-05,64,rajasthani,Punjab,Amritsar,Ajnala,LOC000054,,CRIMINAL,HAWALA_OPERATOR,ORG000002,SYN-HER,65,0.752,ON_BAIL,2009,7,0,,NIC-FXVLHZZ3R,INTELLIGENCE_REPORT,C,2,1
P000118,Bikramjit Sidhu,Bikramjit,Sidhu,Bikramjit Pappu,M,1986-10-16,39,punjabi,Rajasthan,Jodhpur,Osian,LOC000065,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,63,0.26,ON_BAIL,2023,12,0,,NIC-I45H02CEQ,SEIZURE_MEMO,B,3,1
P000119,Faizan Alam,Faizan,Alam,Raja Faizan,M,1987-11-24,38,muslim,Delhi,New Delhi,Seelampur,LOC000016,,CRIMINAL,COURIER,ORG000002,SYN-HER,37,0.173,AT_LARGE,2011,6,0,,NIC-9DAK645KE,PASSPORT_IMMIGRATION,B,2,1
P000120,Harbhajan Sekhon,Harbhajan,Sekhon,Kallu,M,1989-08-26,36,punjabi,Rajasthan,Jodhpur,Osian,LOC000065,,CRIMINAL,LOGISTICS,ORG000002,SYN-HER,63,0.42,IN_JUDICIAL_CUSTODY,2025,10,0,,NIC-5BGZ0C99A,CDR,D,5,1
P000121,Ashfaq Saifi,Ashfaq,Saifi,Doctor Ashfaq,M,1963-04-15,63,muslim,Delhi,New Delhi,Nangloi,LOC000020,,CRIMINAL,LIEUTENANT,ORG000002,SYN-HER,82,0.862,UNDER_SURVEILLANCE,1997,5,0,,NIC-X2HGOAVWS,TOWER_DUMP,C,3,1
P000122,Karni Bishnoi,Karni,Bishnoi,Sarkar,M,1972-02-13,54,rajasthani,Delhi,New Delhi,Karol Bagh,LOC000018,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,48,0.235,DECLARED_PO,2009,11,0,,NIC-0CH236I5A,TOWER_DUMP,C,3,1
P000123,Bhoma Poonia,Bhoma,Poonia,Master,M,1968-02-13,58,rajasthani,Rajasthan,Barmer,Chohtan,LOC000070,,CRIMINAL,RECRUITER,ORG000002,SYN-HER,69,0.569,IN_JUDICIAL_CUSTODY,2012,6,0,,NIC-0PRZVS2II,INTELLIGENCE_REPORT,C,4,1
P000124,Rafiq Baig,Rafiq,Baig,,M,1973-10-23,52,muslim,Rajasthan,Bikaner,Nokha,LOC000066,,CRIMINAL,MULE,ORG000002,SYN-HER,24,0.092,ABSCONDING,2009,7,0,,NIC-IL68UHW94,INFORMANT_TIP,C,3,1
P000125,Sarfaraz Idrisi,Sarfaraz,Idrisi,Sarfaraz Tiger,M,1966-01-13,60,muslim,Punjab,Jalandhar,Nakodar,LOC000058,,CRIMINAL,SHOOTER,ORG000002,SYN-HER,74,0.382,ABSCONDING,2023,4,0,,NIC-KSQJDSN8C,CRIMINAL_HISTORY_DB,D,1,1
P000126,Haroon Baig,Haroon,Baig,,M,1992-12-10,33,muslim,Haryana,Gurugram,Sohna,LOC000061,,CRIMINAL,LOGISTICS,ORG000002,SYN-HER,67,0.519,ABSCONDING,2019,7,0,,NIC-Y0U9DAQM2,SURVEILLANCE_REPORT,E,3,1
P000127,Nadeem Mirza,Nadeem,Mirza,,M,1971-11-03,54,muslim,Delhi,New Delhi,Paharganj,LOC000022,,CRIMINAL,LIEUTENANT,ORG000002,SYN-HER,77,0.868,ABSCONDING,2010,6,0,,NIC-HYC1R9QIK,INFORMANT_TIP,D,1,1
P000128,Jasbir Kang,Jasbir,Kang,,F,1999-11-10,26,punjabi,Punjab,Bathinda,Rampura Phul,LOC000059,,CRIMINAL,LIEUTENANT,ORG000002,SYN-HER,87,0.814,AT_LARGE,2020,6,0,,NIC-EU7OL7E6K,INTELLIGENCE_REPORT,C,2,1
P000129,Kulwant Aulakh,Kulwant,Aulakh,,M,1999-09-16,26,punjabi,Delhi,New Delhi,Karol Bagh,LOC000018,,CRIMINAL,FINANCIER,ORG000002,SYN-HER,89,0.837,DECLARED_PO,2023,5,1,,NIC-W2PPCUYHY,SOCIAL_MEDIA_INTEL,C,2,1
P000130,Sohan Kumawat,Sohan,Kumawat,Bada,M,1978-11-07,47,rajasthani,Haryana,Nuh,Punhana,LOC000060,,CRIMINAL,FIXER,ORG000002,SYN-HER,65,0.702,ABSCONDING,2019,8,0,,NIC-88AENN1GN,TOWER_DUMP,D,4,1
P000131,Imran Siddiqui,Imran,Siddiqui,Ustad,M,1981-01-03,45,muslim,Punjab,Ferozepur,Mamdot,LOC000057,,CRIMINAL,MULE,ORG000002,SYN-HER,17,0.068,ABSCONDING,2017,9,0,,NIC-OQ0Y2Z1UB,INTELLIGENCE_REPORT,C,3,1
P000132,Jarnail Sidhu,Jarnail,Sidhu,Jarnail Gullu,M,1992-02-10,34,punjabi,Punjab,Ludhiana,Jamalpur,LOC000056,,CRIMINAL,SHOOTER,ORG000002,SYN-HER,79,0.342,UNDER_SURVEILLANCE,2019,2,0,,NIC-ZB4K8OIZ8,SOCIAL_MEDIA_INTEL,E,1,1
P000133,Gurmeet Bajwa,Gurmeet,Bajwa,Lambu,M,1960-10-20,65,punjabi,Punjab,Amritsar,Ajnala,LOC000054,,CRIMINAL,LOGISTICS,ORG000002,SYN-HER,57,0.403,UNDER_SURVEILLANCE,2014,4,0,,NIC-WN06JKLOQ,SURVEILLANCE_REPORT,A,3,1
P000134,Tanveer Sheikh,Tanveer,Sheikh,Tanveer Chhota,M,1976-02-07,50,muslim,Delhi,New Delhi,Seelampur,LOC000016,,CRIMINAL,SHOOTER,ORG000002,SYN-HER,88,0.372,ON_BAIL,2000,8,0,,NIC-PGSEMU52V,INFORMANT_TIP,C,3,1
P000135,Karni Meena,Karni,Meena,,M,1975-04-23,51,rajasthani,Punjab,Ludhiana,Jamalpur,LOC000056,,CRIMINAL,COURIER,ORG000002,SYN-HER,53,0.166,UNDER_SURVEILLANCE,1998,8,0,,NIC-XIV432WT5,TOWER_DUMP,A,3,1
P000136,Amarjit Grewal,Amarjit,Grewal,,M,1964-01-17,62,punjabi,Punjab,Bathinda,Rampura Phul,LOC000059,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,36,0.257,UNDER_SURVEILLANCE,2019,7,0,,NIC-NC9Q884JX,INTELLIGENCE_REPORT,B,4,1
P000137,Paramjit Gill,Paramjit,Gill,,M,1992-01-22,34,punjabi,Haryana,Sonipat,Gohana,LOC000062,,CRIMINAL,COURIER,ORG000002,SYN-HER,37,0.2,AT_LARGE,2010,6,0,,NIC-K6I2KLJ4W,FIR,B,3,1
P000138,Rajwinder Sarao,Rajwinder,Sarao,,F,1990-08-02,35,punjabi,Delhi,New Delhi,Sangam Vihar,LOC000021,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,37,0.234,ON_BAIL,2013,4,0,,NIC-7RQ8LYYXE,TOWER_DUMP,B,6,1
P000139,Chhagan Saini,Chhagan,Saini,Chhagan Raja,M,1960-09-05,65,rajasthani,Haryana,Faridabad,Ballabgarh,LOC000064,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,63,0.23,AT_LARGE,2014,7,0,,NIC-JLKXHO0VH,IPDR,C,2,1
P000140,Bhanwari Jat,Bhanwari,Jat,Bhanwari Bada,F,1968-11-17,57,rajasthani,Jammu and Kashmir,Srinagar,Maisuma,LOC000120,UAE,CRIMINAL,KINGPIN,ORG000002,SYN-HER,90,1.006,DECLARED_PO,2021,7,0,,NIC-ZBSFN244K,SURVEILLANCE_REPORT,D,3,1
P000141,Paramjit Grewal,Paramjit,Grewal,Paramjit Guddu,M,2003-06-15,23,punjabi,Rajasthan,Barmer,Chohtan,LOC000070,,CRIMINAL,CORRUPT_OFFICIAL,ORG000002,SYN-HER,69,0.564,ON_BAIL,2023,8,0,,NIC-BM760JGL4,INFORMANT_TIP,C,4,1
P000142,Karamjit Bajwa,Karamjit,Bajwa,Sarkar,M,2003-11-14,22,punjabi,Jammu and Kashmir,Srinagar,Maisuma,LOC000120,,CRIMINAL,COURIER,ORG000002,SYN-HER,46,0.182,ON_BAIL,2021,6,0,,NIC-O4YWG1IQ4,PASSPORT_IMMIGRATION,B,4,1
P000143,Nadeem Khan,Nadeem,Khan,Nadeem Bandook,M,1993-02-17,33,muslim,Punjab,Jalandhar,Nakodar,LOC000058,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,35,0.233,IN_JUDICIAL_CUSTODY,2015,2,0,,NIC-XGJ1QQ81X,INFORMANT_TIP,B,3,1
P000144,Yusuf Baig,Yusuf,Baig,,M,1976-05-19,50,muslim,Jammu and Kashmir,Baramulla,Uri,LOC000121,,CRIMINAL,FIXER,ORG000002,SYN-HER,66,0.798,ABSCONDING,2018,10,1,,NIC-IHO2KGN6Z,PASSPORT_IMMIGRATION,B,3,1
P000145,Nirmal Singh,Nirmal,Singh,Nirmal Dada,M,1990-10-14,35,punjabi,Punjab,Tarn Taran,Khalra,LOC000055,,CRIMINAL,RECRUITER,ORG000002,SYN-HER,50,0.52,IN_JUDICIAL_CUSTODY,2022,5,0,,NIC-YZ7SDL52A,SURVEILLANCE_REPORT,D,5,1
P000146,Paramjit Sarao,Paramjit,Sarao,,M,1970-11-02,55,punjabi,Rajasthan,Alwar,Ramgarh,LOC000069,UAE,CRIMINAL,FINANCIER,ORG000002,SYN-HER,65,0.638,EXTRADITION_PENDING,2013,4,0,,NIC-RZWZZM7AE,CDR,C,3,1
P000147,Devi Lal Sisodia,Devi Lal,Sisodia,Devi Pehalwan,M,1989-07-19,36,rajasthani,Jammu and Kashmir,Srinagar,Maisuma,LOC000120,,CRIMINAL,FENCE,ORG000002,SYN-HER,40,0.306,DECEASED,2015,10,0,,NIC-6SVH6Q8Q2,INTELLIGENCE_REPORT,C,4,1
P000148,Bhanwar Saini,Bhanwar,Saini,,M,1964-07-21,61,rajasthani,Punjab,Ludhiana,Jamalpur,LOC000056,,CRIMINAL,RECRUITER,ORG000002,SYN-HER,55,0.451,AT_LARGE,2006,10,0,,NIC-U0W78AQPS,CDR,B,3,1
P000149,Satnam Sandhu,Satnam,Sandhu,Satnam Kaka,M,1971-12-22,54,punjabi,Jammu and Kashmir,Baramulla,Uri,LOC000121,,CRIMINAL,LOGISTICS,ORG000002,SYN-HER,51,0.408,AT_LARGE,2015,7,0,,NIC-QNOMPWJGH,CDR,C,3,1
P000150,Sarfaraz Mansuri,Sarfaraz,Mansuri,Master,M,1991-10-09,34,muslim,Delhi,New Delhi,Nangloi,LOC000020,,CRIMINAL,LOGISTICS,ORG000002,SYN-HER,60,0.414,ON_BAIL,2012,6,0,,NIC-OID7148C6,CRIMINAL_HISTORY_DB,B,3,1
P000151,Baljinder Mann,Baljinder,Mann,Baljinder Kabootar,M,2003-04-13,23,punjabi,Punjab,Amritsar,Ajnala,LOC000054,,CRIMINAL,COURIER,ORG000002,SYN-HER,48,0.164,IN_JUDICIAL_CUSTODY,2021,10,0,,NIC-9QPR4VXL5,INTELLIGENCE_REPORT,B,3,1
P000152,Bhoma Poonia,Bhoma,Poonia,,M,2003-04-27,23,rajasthani,Rajasthan,Alwar,Ramgarh,LOC000069,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,41,0.277,ON_BAIL,2025,7,0,,NIC-91YMJJ4AL,INTELLIGENCE_REPORT,B,6,1
P000153,Shahnawaz Mansuri,Shahnawaz,Mansuri,Shahnawaz Kaana,M,1995-10-02,30,muslim,Delhi,New Delhi,Najafgarh,LOC000019,,CRIMINAL,LOGISTICS,ORG000002,SYN-HER,57,0.501,IN_JUDICIAL_CUSTODY,2012,7,0,,NIC-4G2VQXX99,PASSPORT_IMMIGRATION,B,1,1
P000154,Nadeem Farooqui,Nadeem,Farooqui,Kallu,M,1978-06-11,48,muslim,Jammu and Kashmir,Srinagar,Maisuma,LOC000120,,CRIMINAL,RECRUITER,ORG000002,SYN-HER,69,0.57,ON_BAIL,2006,6,0,,NIC-YS3JKV0ZE,CDR,A,2,1
P000155,Ashfaq Shaikh,Ashfaq,Shaikh,,M,1983-12-19,42,muslim,Delhi,New Delhi,Paharganj,LOC000022,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,68,0.242,ON_BAIL,2014,8,0,,NIC-LBIPQFNKZ,CDR,A,5,1
P000156,Paramjit Gill,Paramjit,Gill,,M,1999-03-03,27,punjabi,Punjab,Ludhiana,Jamalpur,LOC000056,,CRIMINAL,LIEUTENANT,ORG000002,SYN-HER,92,0.768,UNDER_SURVEILLANCE,2020,7,0,,NIC-OPS2II7KB,FIR,C,4,1
P000157,Devi Lal Godara,Devi Lal,Godara,Tempo Devi,M,1994-03-19,32,rajasthani,Haryana,Gurugram,Sohna,LOC000061,,CRIMINAL,MULE,ORG000002,SYN-HER,34,0.082,AT_LARGE,2019,8,0,,NIC-78TW48OF2,SOCIAL_MEDIA_INTEL,B,2,1
P000158,Sarfaraz Siddiqui,Sarfaraz,Siddiqui,,M,1990-09-01,35,muslim,Delhi,New Delhi,Najafgarh,LOC000019,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,66,0.248,DECLARED_PO,2018,9,0,,NIC-A1SOA9XM0,TOWER_DUMP,B,2,1
P000159,Lakhwinder Brar,Lakhwinder,Brar,Bada,M,1978-11-24,47,punjabi,Jammu and Kashmir,Baramulla,Uri,LOC000121,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,52,0.217,IN_JUDICIAL_CUSTODY,1999,4,0,,NIC-H32R5MUBJ,FIR,E,1,1
P000160,Rachhpal Singh,Rachhpal,Singh,Rachhpal Bandook,M,1969-01-16,57,punjabi,Rajasthan,Jodhpur,Osian,LOC000065,,CRIMINAL,LOGISTICS,ORG000002,SYN-HER,51,0.45,UNDER_SURVEILLANCE,2024,5,0,,NIC-X3CVFJDRZ,CDR,C,2,1
P000161,Mohan Sisodia,Mohan,Sisodia,Master,M,1975-12-02,50,rajasthani,Haryana,Hisar,Barwala,LOC000063,,CRIMINAL,CORRUPT_OFFICIAL,ORG000002,SYN-HER,56,0.689,IN_JUDICIAL_CUSTODY,2002,3,0,,NIC-N4YTUKC97,CDR,B,3,1
P000162,Amarjit Dhillon,Amarjit,Dhillon,,M,1987-06-01,39,punjabi,Rajasthan,Barmer,Chohtan,LOC000070,,CRIMINAL,MULE,ORG000002,SYN-HER,20,0.082,UNDER_SURVEILLANCE,2013,13,0,,NIC-ZPAC4JXFP,BANK_STATEMENT,B,3,1
P000163,Shahnaz Siddiqui,Shahnaz,Siddiqui,,F,1968-08-08,57,muslim,Jammu and Kashmir,Srinagar,Maisuma,LOC000120,,CRIMINAL,COURIER,ORG000002,SYN-HER,40,0.199,ABSCONDING,2013,11,0,,NIC-W2MBYWIQC,IPDR,C,3,1
P000164,Gurmeet Aulakh,Gurmeet,Aulakh,Gurmeet Lambu,M,1977-10-18,48,punjabi,Delhi,New Delhi,Paharganj,LOC000022,,CRIMINAL,RECRUITER,ORG000002,SYN-HER,53,0.557,ON_BAIL,1998,6,0,,NIC-8X3A6YLBX,PASSPORT_IMMIGRATION,C,2,1
P000165,Nadeem Chaudhary,Nadeem,Chaudhary,Nadeem Pehalwan,M,1969-10-10,56,muslim,Haryana,Faridabad,Ballabgarh,LOC000064,,CRIMINAL,COURIER,ORG000002,SYN-HER,40,0.182,ON_BAIL,2008,11,0,,NIC-ECILCMG5M,CDR,A,3,1
P000166,Faizan Hussain,Faizan,Hussain,Raja,M,1974-10-23,51,muslim,Punjab,Ludhiana,Jamalpur,LOC000056,,CRIMINAL,MULE,ORG000002,SYN-HER,17,0.08,AT_LARGE,2005,9,0,,NIC-F3DX90XDR,TOWER_DUMP,A,1,1
P000167,Sukhwinder Dhillon,Sukhwinder,Dhillon,,M,1984-04-07,42,punjabi,Rajasthan,Alwar,Ramgarh,LOC000069,,CRIMINAL,MULE,ORG000002,SYN-HER,31,0.082,IN_JUDICIAL_CUSTODY,2016,7,0,,NIC-L990GW31G,BANK_STATEMENT,D,3,1
P000168,Sukhdev Bhullar,Sukhdev,Bhullar,,M,1995-06-12,31,punjabi,Delhi,New Delhi,Nangloi,LOC000020,,CRIMINAL,FENCE,ORG000002,SYN-HER,53,0.293,EXTRADITION_PENDING,2011,4,0,,NIC-UP8NY9QX2,IPDR,E,1,1
P000169,Rukhsana Ahmed,Rukhsana,Ahmed,,F,1974-04-11,52,muslim,Punjab,Ludhiana,Jamalpur,LOC000056,,CRIMINAL,COURIER,ORG000002,SYN-HER,30,0.209,AT_LARGE,2014,9,0,,NIC-R969JGC3W,BANK_STATEMENT,A,2,1
P000170,Gopal Poonia,Gopal,Poonia,Doctor Gopal,M,1973-12-03,52,rajasthani,Haryana,Faridabad,Ballabgarh,LOC000064,,CRIMINAL,TECH_HANDLER,ORG000002,SYN-HER,68,0.447,AT_LARGE,2020,3,0,,NIC-GTCYFDVW1,INTELLIGENCE_REPORT,E,1,1
P000171,Mohammed Shaikh,Mohammed,Shaikh,Mohammed Sarkar,M,1993-01-11,33,muslim,Punjab,Ludhiana,Jamalpur,LOC000056,,CRIMINAL,MULE,ORG000002,SYN-HER,32,0.072,ON_BAIL,2010,8,0,,NIC-DZ26FO1SZ,BANK_STATEMENT,A,1,1
P000172,Kanta Choudhary,Kanta,Choudhary,Ustad Kanta,F,1990-09-07,35,rajasthani,Rajasthan,Bikaner,Nokha,LOC000066,,CRIMINAL,SHOOTER,ORG000002,SYN-HER,85,0.365,IN_JUDICIAL_CUSTODY,2012,6,0,,NIC-7PPER1UFH,SEIZURE_MEMO,B,2,1
P000173,Ibrahim Ahmed,Ibrahim,Ahmed,Langda,M,1999-08-20,26,muslim,Rajasthan,Jaipur,Chomu,LOC000067,,CRIMINAL,MULE,ORG000002,SYN-HER,19,0.071,ON_BAIL,2022,5,0,,NIC-XJFHDPJSA,CRIMINAL_HISTORY_DB,C,1,1
P000174,Ranveer Gurjar,Ranveer,Gurjar,,M,1995-08-20,30,rajasthani,Jammu and Kashmir,Baramulla,Uri,LOC000121,,CRIMINAL,TECH_HANDLER,ORG000002,SYN-HER,68,0.428,ON_BAIL,2018,9,0,,NIC-BY7CQKDSM,PASSPORT_IMMIGRATION,C,2,1
